location,walk,age,total_floors,floor,layout,area,rent
Mitaka,10,30.0,1.0,2.0,2LDK,55.62,140000.0
Mitaka,9,32.0,7.0,3.0,2DK,47.34,122000.0
Mitaka,9,32.0,7.0,6.0,2DK,46.79,130000.0
Mitaka,10,3.0,3.0,2.0,1LDK,49.83,155500.0
Mitaka,10,3.0,3.0,1.0,2LDK,57.77,178500.0
Mitaka,12,22.0,4.0,3.0,1K,30.8,88000.0
Mitaka,12,22.0,4.0,2.0,1K,30.8,88000.0
Mitaka,10,10.0,4.0,2.0,1LDK,43.7,165000.0
Mitaka,10,3.0,5.0,2.0,1LDK,35.83,174000.0
Mitaka,10,3.0,5.0,2.0,1LDK,35.83,174000.0
Mitaka,16,18.0,2.0,2.0,1K,27.46,87000.0
Mitaka,9,32.0,5.0,3.0,1K,18.0,67000.0
Mitaka,16,13.0,2.0,2.0,1LDK,53.08,151000.0
Mitaka,3,48.0,3.0,2.0,2K,32.3,60000.0
Mitaka,3,48.0,3.0,3.0,2K,30.0,81000.0
Mitaka,2,23.0,3.0,2.0,1DK,34.23,79000.0
Mitaka,18,12.0,3.0,3.0,2LDK,55.32,130000.0
Mitaka,7,15.0,2.0,1.0,1LDK,35.52,125000.0
Mitaka,7,15.0,2.0,1.0,1LDK,35.52,125000.0
Mitaka,10,30.0,4.0,2.0,2LDK,55.62,140000.0
Mitaka,9,27.0,3.0,1.0,2LDK,63.29,155000.0
Mitaka,9,27.0,3.0,1.0,2LDK,63.29,155000.0
Mitaka,19,29.0,3.0,3.0,2LDK,52.99,120000.0
Mitaka,10,10.0,2.0,1.0,1LDK,45.54,137000.0
Mitaka,10,10.0,2.0,1.0,1LDK,48.51,138000.0
Mitaka,8,10.0,3.0,3.0,1K,21.87,96000.0
Mitaka,10,13.0,2.0,2.0,2LDK,61.55,182000.0
Mitaka,10,13.0,2.0,2.0,2LDK,61.55,182000.0
Mitaka,8,10.0,3.0,3.0,1K,21.87,96000.0
Mitaka,8,32.0,7.0,3.0,2DK,47.34,122000.0
Mitaka,8,32.0,7.0,6.0,2DK,46.79,130000.0
Mitaka,10,38.0,4.0,3.0,2K,42.35,84500.0
Mitaka,15,13.0,3.0,2.0,1LDK,39.53,125000.0
Mitaka,11,9.0,2.0,1.0,2LDK,48.0,185000.0
Mitaka,8,16.0,7.0,2.0,1K,29.57,106000.0
Mitaka,8,16.0,7.0,4.0,1K,29.57,108000.0
Mitaka,8,16.0,7.0,2.0,1K,29.57,106000.0
Mitaka,8,16.0,7.0,4.0,1K,29.57,108000.0
Mitaka,6,19.0,9.0,7.0,1K,29.7,106500.0
Mitaka,8,15.0,12.0,9.0,1LDK,40.01,170000.0
Mitaka,8,20.0,8.0,8.0,1K,23.48,111000.0
Mitaka,13,11.0,10.0,5.0,1K,22.5,89000.0
Mitaka,13,11.0,10.0,5.0,1K,22.52,95000.0
Mitaka,13,11.0,10.0,5.0,1K,22.52,95000.0
Mitaka,4,12.0,10.0,7.0,1K,27.62,105000.0
Mitaka,4,12.0,10.0,3.0,1LDK,43.98,155000.0
Mitaka,2,19.0,3.0,1.0,1K,25.75,90000.0
Mitaka,5,3.0,3.0,2.0,1K,24.92,106000.0
Mitaka,5,3.0,3.0,3.0,1LDK,36.91,150000.0
Mitaka,2,40.0,4.0,1.0,2DK,45.65,103000.0
Mitaka,35,18.0,5.0,2.0,1K,35.0,96000.0
Mitaka,7,21.0,10.0,6.0,1LDK,44.83,170000.0
Mitaka,3,14.0,10.0,6.0,1K,27.87,108000.0
Mitaka,3,14.0,10.0,8.0,1K,27.87,110000.0
Mitaka,7,26.0,3.0,3.0,1R,24.66,85000.0
Mitaka,16,18.0,2.0,2.0,1K,27.46,87000.0
Mitaka,7,18.0,6.0,3.0,2LDK,55.81,220000.0
Mitaka,9,32.0,5.0,3.0,1K,18.0,58000.0
Mitaka,9,19.0,2.0,1.0,1R,20.94,72000.0
Mitaka,4,35.0,3.0,2.0,1K,24.9,63000.0
Mitaka,4,35.0,3.0,1.0,1K,21.0,68000.0
Mitaka,4,35.0,3.0,2.0,1K,24.9,63000.0
Mitaka,4,35.0,3.0,1.0,1K,21.0,68000.0
Mitaka,1,21.0,3.0,1.0,1R,11.0,71500.0
Mitaka,1,21.0,3.0,3.0,1K,28.94,85000.0
Mitaka,7,40.0,3.0,3.0,1K,20.0,70000.0
Mitaka,7,40.0,3.0,3.0,1LDK,44.66,138000.0
Mitaka,1,39.0,10.0,5.0,1K,17.01,56000.0
Mitaka,1,39.0,10.0,2.0,1K,18.4,65000.0
Mitaka,7,39.0,10.0,6.0,1K,17.6,70000.0
Mitaka,7,39.0,10.0,6.0,1R,18.4,73000.0
Mitaka,10,48.0,3.0,2.0,2K,33.0,60000.0
Mitaka,10,48.0,3.0,3.0,2K,33.0,81000.0
Mitaka,14,34.0,4.0,3.0,1K,20.79,68000.0
Mitaka,5,7.0,12.0,6.0,1LDK,40.92,180000.0
Mitaka,5,7.0,12.0,11.0,1LDK,54.12,235000.0
Mitaka,10,7.0,12.0,3.0,1LDK,41.98,179000.0
Mitaka,10,7.0,12.0,6.0,1LDK,41.98,180000.0
Mitaka,4,6.0,11.0,10.0,1LDK,42.88,200000.0
Mitaka,2,21.0,3.0,2.0,1K,19.87,85000.0
Mitaka,13,39.0,3.0,1.0,2LDK,59.24,184000.0
Mitaka,13,39.0,3.0,1.0,2LDK,59.24,184000.0
Mitaka,5,46.0,3.0,1.0,2LDK,55.86,114000.0
Mitaka,5,46.0,3.0,1.0,2LDK,55.86,124000.0
Mitaka,3,6.0,11.0,6.0,1LDK,48.53,210000.0
Mitaka,13,31.0,3.0,2.0,1R,20.89,61000.0
Mitaka,13,31.0,3.0,2.0,1R,20.89,65000.0
Mitaka,1,37.0,6.0,4.0,1R,22.63,73000.0
Mitaka,23,21.0,3.0,2.0,1K,22.26,66000.0
Mitaka,23,21.0,3.0,3.0,1K,22.26,67000.0
Mitaka,1,37.0,6.0,1.0,1R,22.63,73000.0
Mitaka,7,40.0,5.0,3.0,1R,20.57,65000.0
Mitaka,11,40.0,5.0,3.0,1R,20.57,65000.0
Mitaka,25,25.0,3.0,2.0,1K,28.22,85000.0
Mitaka,31,28.0,3.0,2.0,1DK,27.0,78000.0
Mitaka,3,41.0,11.0,6.0,1R,20.25,65000.0
Mitaka,30,40.0,3.0,3.0,2DK,37.8,83000.0
Mitaka,30,40.0,3.0,3.0,2DK,37.8,96000.0
Mitaka,18,42.0,4.0,3.0,1K,25.92,66000.0
Mitaka,18,42.0,4.0,3.0,1K,25.92,69000.0
Mitaka,2,32.0,5.0,3.0,1R,37.25,155000.0
Mitaka,14,54.0,9.0,5.0,1R,16.42,75000.0
Mitaka,14,54.0,9.0,6.0,1R,16.44,75000.0
Mitaka,15,3.0,3.0,1.0,2LDK,54.26,138000.0
Mitaka,15,3.0,3.0,2.0,2LDK,57.48,150000.0
Mitaka,3,13.0,4.0,1.0,1LDK,52.37,115600.0
Mitaka,3,13.0,4.0,4.0,2LDK,60.18,132000.0
Mitaka,3,13.0,4.0,1.0,1LDK,52.37,115600.0
Mitaka,3,13.0,4.0,4.0,2LDK,60.18,132600.0
Mitaka,17,12.0,3.0,3.0,2LDK,55.32,130000.0
Mitaka,2,29.0,3.0,3.0,2LDK,52.99,120000.0
Mitaka,7,39.0,6.0,4.0,1LDK,37.7,88000.0
Mitaka,10,10.0,2.0,1.0,1LDK,45.54,137000.0
Mitaka,10,10.0,2.0,1.0,1LDK,48.51,138000.0
Mitaka,4,23.0,3.0,2.0,1LDK,40.32,111000.0
Mitaka,7,22.0,7.0,3.0,1K,21.0,80000.0
Mitaka,7,22.0,7.0,7.0,2DK,42.0,145000.0
Mitaka,2,17.0,1.0,2.0,1LDK,43.51,132000.0
Mitaka,15,13.0,3.0,2.0,1LDK,39.53,125000.0
Mitaka,5,4.0,3.0,2.0,1LDK,46.8,155000.0
Mitaka,4,10.0,3.0,1.0,1K,29.25,90500.0
Mitaka,4,10.0,3.0,3.0,1K,29.25,95500.0
Mitaka,9,6.0,3.0,2.0,1LDK,39.32,168500.0
Mitaka,2,13.0,7.0,2.0,1DK,24.75,113000.0
Mitaka,4,5.0,3.0,2.0,2LDK,62.06,191000.0
Mitaka,2,17.0,3.0,1.0,1DK,33.13,99000.0
Mitaka,2,17.0,3.0,1.0,1DK,33.13,99000.0
Mitaka,2,0.0,3.0,2.0,1LDK,46.19,154000.0
Mitaka,2,0.0,3.0,3.0,1LDK,54.81,167000.0
Mitaka,8,20.0,8.0,1.0,1K,21.5,101000.0
Mitaka,8,20.0,8.0,2.0,1K,21.5,103000.0
Mitaka,15,15.0,3.0,1.0,1K,27.81,81600.0
Mitaka,6,19.0,9.0,7.0,1K,29.1,106500.0
Mitaka,2,19.0,3.0,1.0,1K,25.67,90000.0
Mitaka,10,15.0,12.0,9.0,1LDK,40.01,170000.0
Mitaka,10,10.0,4.0,2.0,1LDK,43.7,165000.0
Mitaka,10,10.0,4.0,3.0,1LDK,43.7,165000.0
Mitaka,4,3.0,3.0,2.0,1K,24.92,106000.0
Mitaka,13,23.0,3.0,2.0,2K,44.34,123000.0
Mitaka,12,20.0,3.0,3.0,1K,23.22,99000.0
Mitaka,13,40.0,4.0,1.0,2DK,45.65,103000.0
Mitaka,9,30.0,11.0,4.0,1LDK,52.31,150000.0
Mitaka,9,30.0,11.0,5.0,2LDK,62.4,195000.0
Mitaka,1,23.0,5.0,2.0,1K,22.4,80000.0
Mitaka,7,16.0,8.0,6.0,1LDK,40.02,178000.0
Mitaka,7,18.0,6.0,3.0,2LDK,55.81,220000.0
Mitaka,2,14.0,10.0,6.0,1K,27.87,108000.0
Mitaka,2,14.0,10.0,8.0,1K,27.87,110000.0
Mitaka,11,36.0,5.0,3.0,2LDK,55.27,240000.0
Mitaka,3,10.0,3.0,1.0,1LDK,41.66,167000.0
Mitaka,3,10.0,3.0,1.0,1LDK,41.66,167000.0
Mitaka,17,42.0,3.0,3.0,2K,35.52,79000.0
Mitaka,17,42.0,3.0,3.0,1LDK,35.52,79000.0
Mitaka,8,5.0,3.0,1.0,1LDK,42.35,185000.0
Mitaka,6,35.0,3.0,1.0,1K,21.0,77000.0
Mitaka,6,35.0,3.0,2.0,1K,21.0,78000.0
Mitaka,12,41.0,3.0,2.0,2K,38.0,110000.0
Mitaka,3,25.0,3.0,2.0,1R,25.85,89000.0
Mitaka,3,25.0,3.0,2.0,2DK,48.31,142000.0
Mitaka,6,43.0,9.0,4.0,1DK,31.72,90000.0
Mitaka,6,43.0,9.0,5.0,1DK,25.85,90000.0
Mitaka,5,36.0,9.0,9.0,1DK,31.91,103000.0
Mitaka,1,21.0,3.0,3.0,1K,28.94,85000.0
Mitaka,16,23.0,3.0,1.0,1K,25.08,69000.0
Mitaka,15,40.0,3.0,2.0,1LDK,40.12,110000.0
Mitaka,3,4.0,12.0,3.0,1LDK,46.85,200000.0
Mitaka,4,4.0,12.0,3.0,1LDK,46.85,200000.0
Mitaka,8,36.0,8.0,6.0,1K,18.26,69000.0
Mitaka,5,34.0,3.0,3.0,1K,23.0,98000.0
Mitaka,13,45.0,2.0,2.0,2K,31.62,68000.0
Mitaka,13,45.0,2.0,2.0,2K,31.62,69000.0
Mitaka,4,46.0,4.0,3.0,1R,16.0,52000.0
Mitaka,4,46.0,4.0,4.0,1DK,30.98,78000.0
Mitaka,3,37.0,3.0,3.0,2LDK,50.06,110000.0
Mitaka,14,4.0,10.0,10.0,1DK,33.99,142000.0
Mitaka,19,47.0,3.0,1.0,2LDK,55.86,114000.0
Mitaka,19,47.0,3.0,1.0,2LDK,55.86,124000.0
Mitaka,7,40.0,3.0,3.0,1LDK,44.66,138000.0
Mitaka,2,22.0,3.0,3.0,1R,32.84,77300.0
Mitaka,9,0.0,3.0,3.0,2LDK,63.89,250000.0
Mitaka,14,4.0,10.0,10.0,1DK,33.99,145000.0
Mitaka,15,47.0,2.0,1.0,2DK,39.66,92000.0
Mitaka,15,47.0,2.0,1.0,2DK,39.66,102000.0
Mitaka,15,23.0,5.0,1.0,1DK,37.24,128000.0
Mitaka,2,34.0,6.0,3.0,2LDK,65.98,193000.0
Mitaka,18,23.0,3.0,1.0,1K,25.08,69000.0
Mitaka,6,39.0,9.0,2.0,1K,21.06,70000.0
Mitaka,3,42.0,3.0,3.0,1K,21.03,65000.0
Mitaka,3,42.0,3.0,1.0,1DK,27.68,73000.0
Mitaka,4,2.0,11.0,2.0,1LDK,41.56,202000.0
Mitaka,3,4.0,10.0,2.0,1K,25.06,144000.0
Mitaka,3,4.0,10.0,3.0,1K,25.06,144000.0
Mitaka,17,15.0,2.0,1.0,1LDK,43.52,165000.0
Mitaka,17,15.0,2.0,1.0,1LDK,43.52,165000.0
Mitaka,17,15.0,2.0,1.0,1LDK,43.52,195000.0
Mitaka,4,12.0,13.0,6.0,1LDK,45.51,201000.0
Mitaka,4,12.0,13.0,4.0,2LDK,61.3,260000.0
Mitaka,3,9.0,3.0,3.0,1LDK,39.73,123700.0
Mitaka,14,34.0,4.0,2.0,1K,20.79,68000.0
Mitaka,14,34.0,4.0,3.0,1K,20.79,68000.0
Mitaka,24,8.0,3.0,1.0,1K,23.18,75000.0
Mitaka,24,8.0,3.0,3.0,1K,23.18,79000.0
Mitaka,4,23.0,3.0,2.0,1LDK,40.32,111000.0
Mitaka,4,23.0,3.0,3.0,1LDK,40.32,112000.0
Mitaka,3,40.0,7.0,4.0,1R,24.66,100000.0
Mitaka,4,49.0,4.0,3.0,2DK,32.54,88000.0
Mitaka,20,49.0,4.0,3.0,2DK,32.5,88000.0
Mitaka,10,54.0,6.0,1.0,2DK,45.97,130000.0
Mitaka,9,55.0,6.0,1.0,2DK,45.97,130000.0
Mitaka,3,43.0,3.0,3.0,1K,22.4,65000.0
Mitaka,3,43.0,3.0,2.0,1K,22.4,65000.0
Mitaka,9,42.0,4.0,4.0,1R,22.86,69000.0
Mitaka,7,36.0,5.0,5.0,1R,20.5,61320.0
Mitaka,23,38.0,3.0,2.0,1LDK,48.0,100000.0
Mitaka,20,38.0,5.0,2.0,2DK,41.31,130000.0
Mitaka,1,20.0,5.0,5.0,1K,32.15,79300.0
Mitaka,20,36.0,1.0,2.0,2DK,37.26,130000.0
Mitaka,5,41.0,9.0,5.0,1R,19.65,75000.0
Mitaka,5,21.0,3.0,2.0,1K,22.26,66000.0
Mitaka,5,21.0,3.0,3.0,1K,22.26,67000.0
Mitaka,9,0.0,3.0,3.0,2LDK,73.86,285000.0
Mitaka,9,0.0,3.0,3.0,2LDK,73.86,305000.0
Mitaka,6,35.0,2.0,1.0,1K,17.71,49000.0
Mitaka,6,35.0,2.0,2.0,1K,17.71,50000.0
Mitaka,11,38.0,5.0,2.0,1R,17.87,62000.0
Mitaka,1,38.0,5.0,2.0,1R,17.87,62000.0
Mitaka,1,26.0,3.0,2.0,1K,19.77,57500.0
Mitaka,3,36.0,4.0,4.0,1DK,34.42,100000.0
Mitaka,2,36.0,4.0,4.0,1DK,34.42,100000.0
Mitaka,4,40.0,1.0,4.0,1R,24.66,100000.0
Mitaka,4,40.0,1.0,4.0,1R,37.35,135000.0
Mitaka,25,49.0,2.0,1.0,2DK,37.5,63000.0
Mitaka,5,18.0,3.0,3.0,1K,23.18,79000.0
Mitaka,5,18.0,3.0,3.0,1K,23.18,98000.0
Mitaka,29,17.0,3.0,3.0,1K,27.3,83000.0
Mitaka,17,35.0,3.0,2.0,1K,16.14,57000.0
Mitaka,17,35.0,3.0,3.0,1K,14.58,57000.0
Mitaka,29,20.0,5.0,4.0,1K,26.64,89500.0
Mitaka,2,25.0,3.0,2.0,1K,28.22,85000.0
Mitaka,3,41.0,11.0,6.0,1R,20.25,65000.0
Mitaka,3,36.0,3.0,2.0,1R,17.0,42000.0
Mitaka,3,7.0,2.0,2.0,2LDK,58.49,199000.0
Mitaka,13,42.0,3.0,2.0,1R,17.95,57000.0
Mitaka,12,42.0,3.0,2.0,1R,17.95,57000.0
Mitaka,11,36.0,5.0,1.0,2K,36.9,132000.0
Mitaka,11,36.0,5.0,3.0,2LDK,55.27,240000.0
Mitaka,20,36.0,3.0,1.0,1K,25.42,62000.0
Mitaka,3,24.0,3.0,2.0,1K,19.87,83000.0
Mitaka,3,24.0,3.0,3.0,1K,19.87,84000.0
Mitaka,19,11.0,5.0,5.0,2LDK,65.17,198000.0
Mitaka,22,32.0,4.0,4.0,1K,21.12,52000.0
Mitaka,1,32.0,2.0,2.0,1K,20.25,54000.0
Mitaka,2,32.0,1.0,3.0,1R,37.25,155000.0
Mitaka,2,30.0,6.0,5.0,1K,23.4,76000.0
Mitaka,2,30.0,6.0,6.0,1K,23.4,82000.0
Mitaka,20,42.0,4.0,2.0,1R,16.0,45000.0
Mitaka,20,42.0,4.0,2.0,1K,16.0,45000.0
Mitaka,22,42.0,4.0,2.0,1K,16.0,45000.0
Mitaka,22,42.0,4.0,3.0,1K,16.0,47000.0
Mitaka,5,28.0,1.0,2.0,2LDK,111.55,222000.0
Mitaka,3,41.0,3.0,3.0,1DK,25.91,47000.0
Mitaka,3,56.0,3.0,2.0,1LDK,70.0,205000.0
Mitaka,2,47.0,3.0,3.0,1K,19.44,55000.0
Mitaka,2,47.0,3.0,3.0,1K,20.0,57000.0
Mitaka,12,4.0,3.0,1.0,1LDK,26.49,95000.0
Mitaka,10,42.0,3.0,2.0,2DK,44.82,133000.0
Mitaka,10,42.0,3.0,2.0,2DK,44.82,133000.0
Mitaka,5,21.0,2.0,1.0,1LDK,43.06,121000.0
Mitaka,7,6.0,2.0,1.0,1K,25.75,80000.0
Mitaka,7,6.0,2.0,1.0,1K,25.75,80000.0
Mitaka,8,5.0,4.0,1.0,1LDK,30.08,139000.0
Mitaka,8,5.0,4.0,1.0,1LDK,30.08,139000.0
Mitaka,7,39.0,6.0,4.0,1LDK,37.7,88000.0
Mitaka,11,2.0,3.0,2.0,1K,27.3,118000.0
Mitaka,11,2.0,3.0,1.0,2DK,37.13,141000.0
Mitaka,11,2.0,3.0,1.0,2DK,37.13,141000.0
Mitaka,10,8.0,2.0,2.0,1LDK,44.59,138500.0
Mitaka,4,4.0,3.0,2.0,1LDK,36.19,134000.0
Mitaka,4,4.0,3.0,3.0,1LDK,36.19,134000.0
Mitaka,5,14.0,1.0,1.0,2LDK,63.68,149000.0
Mitaka,3,23.0,2.0,1.0,1LDK,39.17,120000.0
Mitaka,6,33.0,3.0,3.0,2LDK,56.0,125000.0
Mitaka,1,24.0,4.0,3.0,2LDK,54.72,128000.0
Mitaka,11,5.0,3.0,3.0,2LDK,56.47,180000.0
Mitaka,8,19.0,3.0,2.0,1K,24.47,88000.0
Mitaka,10,21.0,4.0,3.0,1K,30.8,88000.0
Mitaka,1,26.0,4.0,3.0,2LDK,54.72,128000.0
Mitaka,10,15.0,2.0,1.0,1K,19.36,70000.0
Mitaka,6,8.0,3.0,3.0,2LDK,54.3,164000.0
Mitaka,2,22.0,5.0,1.0,1LDK,40.32,98000.0
Mitaka,2,22.0,5.0,5.0,1LDK,40.32,104000.0
Mitaka,10,25.0,4.0,2.0,1K,22.94,77000.0
Mitaka,19,21.0,4.0,4.0,2LDK,49.1,140000.0
Mitaka,10,26.0,3.0,2.0,1K,21.63,79000.0
Mitaka,9,42.0,3.0,2.0,1LDK,36.72,100000.0
Mitaka,16,0.0,2.0,1.0,1LDK,37.72,139000.0
Mitaka,4,46.0,4.0,3.0,1R,16.0,52000.0
Mitaka,4,46.0,4.0,4.0,1LDK,30.98,78000.0
Mitaka,12,33.0,1.0,2.0,2DK,42.03,118000.0
Mitaka,3,13.0,7.0,2.0,1DK,24.75,113000.0
Mitaka,9,6.0,3.0,2.0,1LDK,39.32,168500.0
Mitaka,12,2.0,4.0,2.0,2LDK,52.91,188000.0
Mitaka,20,22.0,3.0,2.0,2DK,44.62,102000.0
Mitaka,2,24.0,7.0,3.0,1K,21.46,82000.0
Mitaka,2,24.0,7.0,6.0,1K,21.46,89000.0
Mitaka,4,4.0,3.0,1.0,2LDK,64.14,168000.0
Mitaka,9,32.0,3.0,1.0,1K,20.0,89000.0
Mitaka,3,12.0,3.0,3.0,1K,23.76,99000.0
Mitaka,1,34.0,5.0,3.0,1LDK,37.3,95000.0
Mitaka,1,34.0,5.0,5.0,1DK,33.1,95000.0
Mitaka,3,18.0,2.0,2.0,1LDK,66.88,145000.0
Mitaka,5,18.0,2.0,2.0,1LDK,66.88,145000.0
Mitaka,8,21.0,11.0,7.0,1K,31.5,114000.0
Mitaka,8,7.0,2.0,2.0,1LDK,45.16,172000.0
Mitaka,8,7.0,2.0,2.0,1LDK,45.16,172000.0
Mitaka,8,32.0,3.0,2.0,1R,20.0,89000.0
Mitaka,8,32.0,3.0,2.0,1R,20.0,90000.0
Mitaka,15,42.0,2.0,1.0,2DK,40.0,84000.0
Mitaka,5,42.0,2.0,1.0,2DK,40.0,84000.0
Mitaka,3,39.0,3.0,3.0,2DK,25.0,63000.0
Mitaka,19,33.0,3.0,3.0,2LDK,56.0,125000.0
Mitaka,1,19.0,3.0,2.0,1K,28.19,80000.0
Mitaka,2,14.0,3.0,1.0,2LDK,57.08,147600.0
Mitaka,2,14.0,3.0,2.0,2LDK,57.08,156600.0
Mitaka,7,11.0,1.0,3.0,1LDK,49.04,174000.0
Mitaka,7,11.0,1.0,3.0,1LDK,49.04,174000.0
Mitaka,3,43.0,5.0,2.0,2K,34.0,83000.0
Mitaka,1,40.0,4.0,4.0,2LDK,54.65,115000.0
Mitaka,1,40.0,4.0,4.0,2LDK,54.65,115000.0
Mitaka,17,20.0,4.0,1.0,1LDK,46.55,133000.0
Mitaka,1,20.0,4.0,1.0,1LDK,46.55,133000.0
Mitaka,15,23.0,5.0,2.0,1K,22.4,80000.0
Mitaka,2,28.0,12.0,3.0,1DK,27.84,105000.0
Mitaka,21,14.0,3.0,1.0,2LDK,57.08,147600.0
Mitaka,21,14.0,3.0,2.0,2LDK,57.08,150600.0
Mitaka,2,34.0,3.0,1.0,2DK,40.9,117000.0
Mitaka,2,34.0,3.0,3.0,2DK,41.32,122000.0
Mitaka,2,34.0,3.0,3.0,2DK,41.32,122000.0
Mitaka,1,36.0,4.0,3.0,2LDK,57.5,130000.0
Mitaka,3,11.0,3.0,3.0,1LDK,45.32,132000.0
Mitaka,14,37.0,3.0,1.0,2K,37.6,90000.0
Mitaka,18,36.0,3.0,3.0,2DK,42.0,92000.0
Mitaka,10,37.0,3.0,3.0,1DK,28.92,95000.0
Mitaka,9,33.0,3.0,3.0,1K,19.44,66000.0
Mitaka,9,33.0,3.0,3.0,1K,19.44,67000.0
Mitaka,6,24.0,3.0,2.0,1K,19.87,83000.0
Mitaka,14,42.0,3.0,3.0,1LDK,35.52,79000.0
Mitaka,2,40.0,3.0,3.0,2DK,37.8,83000.0
Mitaka,2,40.0,3.0,3.0,2DK,37.8,96000.0
Mitaka,22,6.0,3.0,1.0,1LDK,34.46,120000.0
Mitaka,17,21.0,3.0,1.0,1K,24.94,80500.0
Mitaka,8,5.0,3.0,1.0,1LDK,42.35,185000.0
Mitaka,8,10.0,3.0,2.0,1K,26.31,77000.0
Mitaka,6,35.0,3.0,1.0,1K,21.0,77000.0
Mitaka,6,35.0,3.0,2.0,1K,21.0,78000.0
Mitaka,1,20.0,5.0,5.0,1K,34.6,93000.0
Mitaka,2,31.0,4.0,4.0,1K,26.0,85000.0
Mitaka,9,30.0,11.0,5.0,2LDK,62.4,195000.0
Mitaka,2,25.0,3.0,2.0,1K,23.82,77000.0
Mitaka,1,15.0,4.0,4.0,1K,27.72,86000.0
Mitaka,3,25.0,3.0,2.0,1R,25.85,89000.0
Mitaka,3,25.0,3.0,2.0,2DK,48.31,142000.0
Mitaka,2,14.0,3.0,3.0,1K,32.34,97000.0
Mitaka,6,55.0,6.0,1.0,2DK,45.97,130000.0
Mitaka,2,19.0,3.0,3.0,1K,29.14,86000.0
Mitaka,5,36.0,9.0,2.0,1DK,31.91,103000.0
Mitaka,4,34.0,3.0,1.0,1K,23.0,71000.0
Mitaka,4,34.0,3.0,2.0,1K,23.0,76000.0
Mitaka,2,31.0,6.0,1.0,2DK,57.48,120000.0
Mitaka,13,19.0,2.0,1.0,1R,20.94,72000.0
Mitaka,4,22.0,5.0,1.0,1LDK,56.0,136000.0
Mitaka,4,22.0,5.0,1.0,1LDK,56.0,136000.0
Mitaka,4,22.0,5.0,1.0,1LDK,56.0,146000.0
Mitaka,2,32.0,3.0,1.0,2DK,38.98,105000.0
Mitaka,13,45.0,2.0,2.0,2K,31.62,68000.0
Mitaka,1,38.0,4.0,1.0,1DK,26.1,90000.0
Mitaka,1,38.0,4.0,1.0,1DK,26.1,95000.0
Mitaka,5,43.0,5.0,1.0,1DK,20.0,68000.0
Mitaka,5,56.0,6.0,2.0,2DK,42.55,98000.0
Mitaka,1,25.0,3.0,2.0,1K,27.43,73000.0
Mitaka,15,35.0,5.0,2.0,2DK,41.31,130000.0
Mitaka,1,21.0,3.0,3.0,1K,24.99,80000.0
Mitaka,10,45.0,3.0,2.0,2LDK,59.0,169000.0
Mitaka,1,9.0,9.0,5.0,2LDK,54.84,220000.0
Mitaka,2,22.0,5.0,1.0,1LDK,40.32,98000.0
Mitaka,2,22.0,5.0,5.0,1LDK,40.32,103000.0
Mitaka,4,34.0,6.0,3.0,2LDK,61.54,193000.0
Mitaka,5,37.0,2.0,1.0,1K,19.0,52000.0
Mitaka,10,33.0,3.0,1.0,1K,18.0,49000.0
Mitaka,8,43.0,9.0,4.0,1K,31.72,90000.0
Mitaka,4,2.0,11.0,2.0,1LDK,41.56,202000.0
Mitaka,1,3.0,3.0,2.0,1K,25.15,100000.0
Mitaka,20,3.0,3.0,2.0,1K,25.15,100000.0
Mitaka,4,12.0,5.0,3.0,1DK,36.4,111500.0
Mitaka,3,9.0,3.0,3.0,1LDK,39.73,123700.0
Mitaka,17,46.0,4.0,2.0,2DK,41.76,103000.0
Mitaka,19,40.0,2.0,2.0,2K,36.45,88000.0
Mitaka,3,9.0,12.0,12.0,1LDK,41.59,200000.0
Mitaka,4,40.0,3.0,1.0,1K,17.0,67000.0
Mitaka,5,44.0,5.0,4.0,1K,21.7,78000.0
Mitaka,4,11.0,5.0,5.0,2LDK,65.17,198000.0
Mitaka,1,0.0,3.0,1.0,2LDK,72.36,208000.0
Mitaka,1,52.0,3.0,3.0,2K,28.22,91000.0
Mitaka,1,52.0,3.0,3.0,2K,28.22,91000.0
Mitaka,20,0.0,3.0,2.0,2LDK,59.2,180000.0
Mitaka,2,44.0,3.0,2.0,1LDK,40.0,110000.0
Mitaka,21,2.0,3.0,2.0,2LDK,59.2,180000.0
Mitaka,17,54.0,3.0,1.0,2DK,35.0,72000.0
Mitaka,1,8.0,3.0,1.0,1K,23.18,75000.0
Mitaka,1,8.0,3.0,3.0,1K,23.18,79000.0
Mitaka,1,28.0,2.0,2.0,1K,18.09,61000.0
Mitaka,13,31.0,3.0,2.0,1R,16.5,61000.0
Mitaka,13,31.0,3.0,2.0,1R,20.89,65000.0
Mitaka,4,35.0,5.0,4.0,1R,17.42,67000.0
Mitaka,27,38.0,3.0,3.0,2DK,40.15,85000.0
Mitaka,1,30.0,6.0,6.0,2LDK,70.62,225000.0
Mitaka,4,9.0,2.0,2.0,1LDK,45.36,196000.0
Mitaka,9,47.0,3.0,3.0,1K,20.0,55000.0
Mitaka,7,42.0,4.0,4.0,1R,22.86,69000.0
Mitaka,5,41.0,9.0,5.0,1R,19.65,75000.0
Mitaka,26,20.0,3.0,2.0,1K,24.94,85000.0
Mitaka,15,1.0,3.0,3.0,2LDK,73.86,285000.0
Mitaka,20,28.0,2.0,2.0,1K,18.09,61000.0
Mitaka,14,42.0,3.0,3.0,1K,22.68,62000.0
